Timestamp,familiarity,response,reason,confidence,Problems,Search Term,Total Search Time in s,Actions,numberOfClicks,ClickedFeatured,timeSpentOnFeatured,clickedFirst,timeSpentOnFirst,clickedSecond,timeSpentOnSecond,clickedThird,timeSpentOnThird,clickedFourth,timeSpentOnFourth,clickedFifth,timeSpentOnFifth,clickedSixth,timeSpentOnSixth,started_datetime,completed_date_time,time_taken,age,Sex
2022/06/15 3:00:19 pm EET,2,No,because he's younger than 18,5,"no, everything was fine",,,,,,,,,,,,,,,,,,,2022-06-15 12:58:41,2022-06-15 13:00:27,105.801,27,Male
2022/06/15 3:01:17 pm EET,1,No,A foreign driver's license holder must at least be 18 years old,5,None,usa driver's license in switzerland,73.000225,"['1:3.3754910000000002', 'Focus:51.014095999999995', '0:52.549082', 'Focus:71.26415300000001']",2,TRUE,18.715071,TRUE,47.638605,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,2022-06-15 12:58:39,2022-06-15 13:01:22,162.67,19,Male
2022/06/15 3:02:24 pm EET,2,Yes,Yes because switzerland accepts foreign driver licenses,4,"No, everything fine",,,,,,,,,,,,,,,,,,,2022-06-15 12:58:43,2022-06-15 13:02:30,227.608,27,Female
2022/06/15 3:02:46 pm EET,1,No,You can drive in Switzerland using your foreign driver's license for up to 12 months as long as you are at least 18 years old.,5,No,,,,,,,,,,,,,,,,,,,2022-06-15 12:59:00,2022-06-15 13:02:57,237.93,30,Female
2022/06/15 3:03:53 pm EET,2,No,You need to be 18 years or older to driver with a foreign drivers' licence,5,none,driving laws in switzerland,129.808411,"['0:7.573112000000002', 'Focus:124.637304']",1,TRUE,117.064192,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,2022-06-15 12:58:39,2022-06-15 13:04:15,335.963,35,Male
2022/06/15 3:09:28 pm EET,1,No,"He cannot drive, as he would have to be at least 18 years of age to be eligible for driving. If he went on vacation next year, he could drive the car as Switzerland has an agreement to accept foreign driving licenses for up to 12 months after arriving in Switzerland.",5,No,,,,,,,,,,,,,,,,,,,2022-06-15 12:59:16,2022-06-15 13:09:38,622.82,21,Male
2022/06/15 3:10:38 pm EET,1,No,"You can drive in Switzerland using your foreign driver's license for up to 12 months as long as you are at least 18 years old. Once this 12 month period is up, you will need to exchange your license for a Swiss driver's license.",5,"No, everything was okay with the survey",Is your 17-year-old relative from the USA allowed to drive a car in Switzerland?,183.653844,[''],0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,2022-06-15 12:59:39,2022-06-15 13:10:51,671.96,21,Female
2022/06/15 3:11:24 pm EET,1,No,You can only drive in Switzerland with a foreign license if you are 18 years old,5,no,driving age in switzerland,19.800058,[''],0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,2022-06-15 13:09:22,2022-06-15 13:11:37,135.304,19,Female
2022/06/29 3:08:56 pm EET,1,No,You can drive in Switzerland using your foreign driver's license for up to 12 months as long as you are at least 18 years old,5,,Drive in switzerland,13.529,[''],0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,2022-06-29 13:07:22,2022-06-29 13:09:08,106.232,44,Male
2022/06/29 3:09:35 pm EET,4,No,because you are allowed to drive car using a foreign driving license only when you are 18 or older - he is 17,4,,,,,,,,,,,,,,,,,,,,2022-06-29 13:07:21,2022-06-29 13:09:42,140.911,22,Male
2022/06/29 3:09:39 pm EET,1,No,idk,1,,,,,,,,,,,,,,,,,,,,2022-06-29 13:09:04,2022-06-29 13:09:48,43.921,22,CONSENT REVOKED
2022/06/29 3:10:06 pm EET,1,No,Drivers must be 18 or older,5,,legal driving age swizerland,12.7276,[''],0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,2022-06-29 13:08:17,2022-06-29 13:10:27,130.145,37,Female
2022/06/29 3:10:24 pm EET,1,No,In Europe most places the driving age is 18,1,,,,,,,,,,,,,,,,,,,,2022-06-29 13:09:23,2022-06-29 13:10:36,73.764,32,Male
2022/06/29 3:10:36 pm EET,1,No,you have to be 18,5,,driving age restrictions switzerland,73.183872,"['1:12.616900999999999', 'Focus:43.300278999999996', '2:46.300303', 'Focus:66.50048400000001']",2,FALSE,0,TRUE,30.683378,TRUE,20.200181,FALSE,0,FALSE,0,FALSE,0,FALSE,0,2022-06-29 13:08:00,2022-06-29 13:10:50,169.435,35,Female
2022/06/29 3:10:43 pm EET,1,No,Because they would need to be at least 18 years old,5,,switzerland driving age,25.05031,[''],0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,2022-06-29 13:08:56,2022-06-29 13:10:54,118.302,22,Male
2022/06/29 3:10:44 pm EET,1,No,You can drive in Switzerland using your foreign driver's license for up to 12 months as long as you are at least 18 years old.,5,,person in usa can drive in switzerland,44.365686,[''],0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,2022-06-29 13:09:19,2022-06-29 13:10:54,94.866,23,Female
2022/06/29 3:10:44 pm EET,2,No,you have to be atleast 18 years old to drive a car in Switzerland,5,,legal driving age in switzerland,59.948312,[''],0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,2022-06-29 13:09:02,2022-06-29 13:10:53,110.187,20,Male
2022/06/29 3:10:57 pm EET,1,No,You can only drive a car on foreign licence if you are over 18 years old and up to 12 months before you need to get a switzerland's license.,5,,"im 17 from USA, can i drive a car in switzerland",17.864823,[''],0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,2022-06-29 13:08:30,2022-06-29 13:11:03,153.012,24,Male
2022/06/29 3:11:07 pm EET,4,No,not 18 years old,5,,,,,,,,,,,,,,,,,,,,2022-06-29 13:08:49,2022-06-29 13:11:18,149.734,24,CONSENT REVOKED
2022/06/29 3:11:20 pm EET,1,No,Cause you need to be at least 18 years old.,5,,17 year old with driver license can drive in Switzerland?,14.666374,[''],0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,2022-06-29 13:09:11,2022-06-29 13:11:39,148.373,25,Male
2022/06/29 3:11:31 pm EET,1,No,Because don´t have 18 years old,5,,,,,,,,,,,,,,,,,,,,2022-06-29 13:08:51,2022-06-29 13:11:48,176.818,26,CONSENT REVOKED
2022/06/29 3:11:44 pm EET,1,No,He must be at least 18 years old.,5,,how old you must be to drive car in switzerland,78.587684,"['0:10.783922999999998', 'Focus:55.88632100000001']",1,TRUE,45.102398,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,2022-06-29 13:08:41,2022-06-29 13:11:53,191.525,25,Male
2022/06/29 3:11:46 pm EET,1,No,must be at least 18 years old,4,,swiss law driving 17-year old USA resident,65.856656,[''],0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,2022-06-29 13:08:34,2022-06-29 13:12:02,208.541,46,Female
2022/06/29 3:11:47 pm EET,1,No,People need to be at least 18 years old.,5,,drive in switzerland,64.7551,[''],0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,2022-06-29 13:08:41,2022-06-29 13:11:57,195.914,29,Male
2022/06/29 3:11:49 pm EET,1,No,You can drive in Switzerland using your foreign driver's license for up to 12 months as long as you are at least 18 years old.,4,,17 relative from USA allowed to drive a car in Switzerland?,53.207428,[''],0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,2022-06-29 13:08:53,2022-06-29 13:12:08,195.335,20,Male
2022/06/29 3:11:50 pm EET,1,No,The driver has to be at least 18,5,,,,,,,,,,,,,,,,,,,,2022-06-29 13:10:21,2022-06-29 13:11:57,96.073,42,Female
2022/06/29 3:11:54 pm EET,2,No,You are only allowed to drive in switzerland using a foreign driver's license if you are over 18 years of age,5,,legal driving age switzerland,20.0644,[''],0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,2022-06-29 13:09:21,2022-06-29 13:12:02,161.57,20,Male
2022/06/29 3:11:57 pm EET,1,No,Only 18 year olds or older can drive cars in Switzerland,5,,can a 17 year old drive a car in switzerland,13.993125,[''],0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,2022-06-29 13:09:13,2022-06-29 13:12:06,173.203,21,Male
